model,hardware,prompt_size,batch_size,token_size,peak_power,average_power,prompt_time,token_time,e2e_time,tensor_parallel
llama2-70b,h100-80gb,512,8,128,0.0,0.0,608.5829760413617,40.29354488378112,5732.980966567993,2
llama2-70b,a100-80gb,512,16,128,1.05955,0.7943000000000001,3220.05711204838,66.07665392793861,11624.732732772827,2
llama2-70b,a100-80gb,512,16,128,1.05955,0.7943000000000001,3211.8336049607024,65.46239788079356,11538.153648376465,2
llama2-70b,a100-80gb,512,16,128,1.05955,0.7943000000000001,3238.8480689842254,65.70148039847524,11595.36600112915,2
llama2-70b,a100-80gb,512,16,128,1.05955,0.7943000000000001,3257.9509500646964,65.39651266240521,11575.751543045044,2
llama2-70b,a100-80gb,512,16,128,1.05955,0.7943000000000001,3242.1347240451723,65.36857206576072,11556.372880935667,2
llama2-70b,h100-80gb,512,16,128,0.0,0.0,1184.4683600356802,42.1920827742094,6552.923440933228,2
llama2-70b,h100-80gb,512,16,128,0.0,0.0,1191.9786530197598,41.82871632868292,6514.312505722046,2
llama2-70b,h100-80gb,512,16,128,0.0,0.0,1189.7840379970148,42.03085765273743,6537.083625793457,2
llama2-70b,h100-80gb,512,16,128,0.0,0.0,1194.5000480045564,41.97236408587677,6534.572124481201,2
llama2-70b,h100-80gb,512,16,128,0.0,0.0,1197.1825319924392,41.81882561648294,6518.284797668457,2
llama2-70b,a100-80gb,512,32,128,0.0,0.0,6638.894984964281,72.0921725981653,18486.89866065979,2
llama2-70b,a100-80gb,512,32,128,0.0,0.0,6663.378841010854,72.32695742987278,18548.83909225464,2
llama2-70b,a100-80gb,512,32,128,0.0,0.0,6632.632521912456,72.07553140129099,18476.900815963745,2
llama2-70b,a100-80gb,512,32,128,0.0,0.0,6478.387807961553,72.35062955039906,18150.506734848022,2
llama2-70b,a100-80gb,512,32,128,0.0,0.0,6619.584936066531,72.18983482637601,18482.3100566864,2
llama2-70b,h100-80gb,512,32,128,0.0,0.0,2398.74457399128,52.09652490787369,9032.89771080017,2
llama2-70b,h100-80gb,512,32,128,0.0,0.0,2397.773579985369,52.3062505508135,9058.289051055908,2
llama2-70b,h100-80gb,512,32,128,0.0,0.0,2386.390131025109,52.296058319263366,9045.567989349363,2
llama2-70b,h100-80gb,512,32,128,0.0,0.0,2390.8595550456084,52.25682521594586,9044.612169265749,2
llama2-70b,h100-80gb,512,32,128,0.0,0.0,2398.4265300096013,52.35906404820748,9063.799858093262,2
llama2-70b,a100-80gb,512,64,128,0.0,0.0,802.0069060148671,67.29530307437872,159757.9095363617,2
llama2-70b,a100-80gb,512,64,128,0.0,0.0,793.3986249845475,67.2432982323558,159625.3571510315,2
llama2-70b,a100-80gb,512,64,128,0.0,0.0,793.8589840196073,67.3998618420144,159995.74208259585,2
llama2-70b,a100-80gb,512,64,128,0.0,0.0,796.4290600502864,67.17043078989887,159456.11190795898,2
llama2-70b,a100-80gb,512,64,128,0.0,0.0,794.215691043064,67.2249948052762,159583.9409828186,2
llama2-70b,h100-80gb,512,64,128,0.0,0.0,362.572635000106,42.32435760786757,83891.5343284607,2
llama2-70b,h100-80gb,512,64,128,0.0,0.0,360.2105070021935,42.37250780857675,84110.82625389099,2
llama2-70b,h100-80gb,512,64,128,0.0,0.0,361.7869990412146,42.14067245649414,83486.0291481018,2
llama2-70b,h100-80gb,512,64,128,0.0,0.0,359.10924494965,42.30143567833019,82953.84168624878,2
llama2-70b,h100-80gb,512,64,128,0.0,0.0,360.5542419827543,42.26819404539675,84877.29406356812,2
llama2-70b,a100-80gb,128,1,128,1.005775,0.7356125,81.115388777107,53.79945724307904,6916.076183319092,2
llama2-70b,a100-80gb,128,1,128,1.005775,0.7356125,81.04971586726606,53.678993216356425,6901.179075241089,2
llama2-70b,a100-80gb,128,1,128,1.005775,0.7356125,81.07582805678248,53.69346161688289,6902.487754821777,2
llama2-70b,a100-80gb,128,1,128,1.005775,0.7356125,81.32154191844165,53.5806351850968,6888.335704803467,2
llama2-70b,a100-80gb,128,1,128,1.005775,0.7356125,80.93392290174961,53.57538496774775,6887.258768081665,2
llama2-70b,h100-80gb,128,1,128,0.0,0.0,48.33135998342186,37.34876106421676,4794.394731521606,2
llama2-70b,h100-80gb,128,1,128,0.0,0.0,54.940440983045846,37.20480901799642,4782.6988697052,2
llama2-70b,h100-80gb,128,1,128,0.0,0.0,48.47018502186984,37.24067232124214,4780.8167934417725,2
llama2-70b,h100-80gb,128,1,128,0.0,0.0,47.28790296940133,37.27430011710431,4783.814907073975,2
llama2-70b,h100-80gb,128,1,128,0.0,0.0,46.98828898835927,36.98743763700582,4747.09677696228,2
llama2-70b,a100-80gb,256,1,128,1.0360125,0.737175,112.37683100625873,54.23935295969952,7003.244161605835,2
llama2-70b,a100-80gb,256,1,128,1.0360125,0.737175,113.0379110109061,54.09943375655809,6986.075878143311,2
llama2-70b,a100-80gb,256,1,128,1.0360125,0.737175,112.64379392378032,54.08641539411399,6984.034776687622,2
llama2-70b,a100-80gb,256,1,128,1.0360125,0.737175,113.27856592833996,54.108828414363536,6988.105297088623,2
llama2-70b,a100-80gb,256,1,128,1.0360125,0.737175,112.93220799416304,54.05627767460084,6980.583190917969,2
llama2-70b,h100-80gb,256,1,128,0.0,0.0,51.50010599754751,37.92918175660572,4871.534109115601,2
llama2-70b,h100-80gb,256,1,128,0.0,0.0,52.41093202494085,37.82277458437213,4858.973026275635,2
llama2-70b,h100-80gb,256,1,128,0.0,0.0,51.88720498699695,37.9405334150954,4873.753547668457,2
llama2-70b,h100-80gb,256,1,128,0.0,0.0,51.84943799395114,37.79064233214998,4854.341983795166,2
llama2-70b,h100-80gb,256,1,128,0.0,0.0,51.450147991999984,37.8394212058606,4859.944820404053,2
llama2-70b,a100-80gb,512,1,128,1.0000125,0.73599375,196.2532191537321,54.87951193752838,7168.983697891235,2
llama2-70b,a100-80gb,512,1,128,1.0000125,0.73599375,195.56166394613683,54.85629275859165,7165.2703285217285,2
llama2-70b,a100-80gb,512,1,128,1.0000125,0.73599375,197.44017580524087,54.80496003659163,7160.75325012207,2
llama2-70b,a100-80gb,512,1,128,1.0000125,0.73599375,196.86237908899784,54.85648231023527,7166.614532470703,2
llama2-70b,a100-80gb,512,1,128,1.0000125,0.73599375,197.1440038178116,54.81298010444313,7161.341190338135,2
llama2-70b,h100-80gb,512,1,128,0.0,0.0,85.39954997831956,36.97136075164404,4784.076690673828,2
llama2-70b,h100-80gb,512,1,128,0.0,0.0,83.41073204064742,37.05370054015611,4792.494058609009,2
llama2-70b,h100-80gb,512,1,128,0.0,0.0,83.82702799281105,37.10623496710726,4799.792051315308,2
llama2-70b,h100-80gb,512,1,128,0.0,0.0,82.85058598266914,36.99995853523834,4785.68172454834,2
llama2-70b,h100-80gb,512,1,128,0.0,0.0,83.82929296931252,36.86513585372146,4769.047498703003,2
llama2-70b,a100-80gb,1024,1,128,1.037425,0.7264500000000002,377.05761892721057,54.892145242087366,7352.521657943726,2
llama2-70b,a100-80gb,1024,1,128,1.037425,0.7264500000000002,376.238004071638,54.84927477549732,7346.039295196533,2
llama2-70b,a100-80gb,1024,1,128,1.037425,0.7264500000000002,376.6169040463865,54.77079763590527,7336.421966552734,2
llama2-70b,a100-80gb,1024,1,128,1.037425,0.7264500000000002,377.2417779546231,54.76076573162802,7335.627317428589,2
llama2-70b,a100-80gb,1024,1,128,1.037425,0.7264500000000002,379.220237955451,54.67778059661271,7327.099323272705,2
llama2-70b,h100-80gb,1024,1,128,0.0,0.0,157.95009298017249,37.40945292176591,4913.107872009277,2
llama2-70b,h100-80gb,1024,1,128,0.0,0.0,158.12596696196124,37.23908760484058,4891.878604888916,2
llama2-70b,h100-80gb,1024,1,128,0.0,0.0,158.51887501776218,37.33590331000063,4904.991149902344,2
llama2-70b,h100-80gb,1024,1,128,0.0,0.0,157.6025680406019,37.387155197601125,4910.056591033936,2
llama2-70b,h100-80gb,1024,1,128,0.0,0.0,156.81839402532205,37.42337922884635,4914.111852645874,2
llama2-70b,a100-80gb,2048,1,128,1.061625,0.714975,685.5675838887691,54.92772532106326,7667.0660972595215,2
llama2-70b,a100-80gb,2048,1,128,1.061625,0.714975,688.0542291328311,54.88583421899285,7664.458990097046,2
llama2-70b,a100-80gb,2048,1,128,1.061625,0.714975,685.6023068539798,54.89274778762671,7662.707328796387,2
llama2-70b,a100-80gb,2048,1,128,1.061625,0.714975,688.4715449996293,54.81266859904167,7655.32660484314,2
llama2-70b,a100-80gb,2048,1,128,1.061625,0.714975,688.6082149576396,54.685653508164165,7639.367580413818,2
llama2-70b,h100-80gb,2048,1,128,0.0,0.0,300.1523349666968,37.42767705611416,5060.204744338989,2
llama2-70b,h100-80gb,2048,1,128,0.0,0.0,307.3071429971605,37.420907916728495,5066.311359405518,2
llama2-70b,h100-80gb,2048,1,128,0.0,0.0,310.3167209774256,37.32269880724851,5057.285308837891,2
llama2-70b,h100-80gb,2048,1,128,0.0,0.0,312.4919430119917,37.36661918237659,5064.700603485107,2
llama2-70b,h100-80gb,2048,1,128,0.0,0.0,310.8210230129771,37.35390151887545,5061.6607666015625,2
llama2-70b,a100-80gb,4096,1,128,1.0855625,0.67935,1501.86360697262,55.949733097575546,8619.315147399902,2
llama2-70b,a100-80gb,4096,1,128,1.0855625,0.67935,1493.9680059906095,55.89810585031125,8604.693174362183,2
llama2-70b,a100-80gb,4096,1,128,1.0855625,0.67935,1483.582413988188,55.34013405654902,8523.167848587036,2
llama2-70b,a100-80gb,4096,1,128,1.0855625,0.67935,1442.4072690308094,55.8685601897919,8548.893451690674,2
llama2-70b,a100-80gb,4096,1,128,1.0855625,0.67935,1485.3473498951644,55.821656982880086,7078.313827514648,2
llama2-70b,h100-80gb,4096,1,128,0.0,0.0,644.8287260136567,37.42705266895212,5411.575794219971,2
llama2-70b,h100-80gb,4096,1,128,0.0,0.0,636.3354210043326,37.45115277912893,5406.96120262146,2
llama2-70b,h100-80gb,4096,1,128,0.0,0.0,639.6413710317574,37.64413190340096,5434.225797653198,2
llama2-70b,h100-80gb,4096,1,128,0.0,0.0,642.6616180106066,37.60989031692102,5432.567834854126,2
llama2-70b,h100-80gb,4096,1,128,0.0,0.0,646.5935899759643,37.53573135880288,4414.263725280762,2
llama2-70b,a100-80gb,8192,1,128,1.0123,0.1818499999999999,2974.3569858837877,57.15543389005044,10264.203310012816,2
llama2-70b,a100-80gb,8192,1,128,1.0123,0.1818499999999999,2990.181213011965,57.4500430283672,10316.536903381348,2
llama2-70b,a100-80gb,8192,1,128,1.0123,0.1818499999999999,2998.0860000941902,57.49655804252179,10330.154418945312,2
llama2-70b,a100-80gb,8192,1,128,1.0123,0.1818499999999999,2977.041953941807,57.29309475694702,10283.472776412964,2
llama2-70b,a100-80gb,8192,1,128,1.0123,0.1818499999999999,3011.867652880028,57.32026180311099,10321.481227874756,2
llama2-70b,h100-80gb,8192,1,128,0.0,0.0,1340.2638360275887,37.80424849663707,6182.897567749023,2
llama2-70b,h100-80gb,8192,1,128,0.0,0.0,1337.2003689873964,37.85045722757987,6184.368371963501,2
llama2-70b,h100-80gb,8192,1,128,0.0,0.0,1339.8417280404828,37.84912145571915,6191.299676895142,2
llama2-70b,h100-80gb,8192,1,128,0.0,0.0,1343.0464169941845,37.7589334347872,6181.681871414185,2
llama2-70b,h100-80gb,8192,1,128,0.0,0.0,1335.4287830297835,37.79265961672113,6177.887201309204,2
llama2-70b,a100-80gb,512,1,128,1.0000125,0.73599375,196.2532191537321,54.87951193752838,7168.983697891235,2
llama2-70b,a100-80gb,512,1,128,1.0000125,0.73599375,195.56166394613683,54.85629275859165,7165.2703285217285,2
llama2-70b,a100-80gb,512,1,128,1.0000125,0.73599375,197.44017580524087,54.80496003659163,7160.75325012207,2
llama2-70b,a100-80gb,512,1,128,1.0000125,0.73599375,196.86237908899784,54.85648231023527,7166.614532470703,2
llama2-70b,a100-80gb,512,1,128,1.0000125,0.73599375,197.1440038178116,54.81298010444313,7161.341190338135,2
llama2-70b,h100-80gb,512,1,128,0.0,0.0,85.39954997831956,36.97136075164404,4784.076690673828,2
llama2-70b,h100-80gb,512,1,128,0.0,0.0,83.41073204064742,37.05370054015611,4792.494058609009,2
llama2-70b,h100-80gb,512,1,128,0.0,0.0,83.82702799281105,37.10623496710726,4799.792051315308,2
llama2-70b,h100-80gb,512,1,128,0.0,0.0,82.85058598266914,36.99995853523834,4785.68172454834,2
llama2-70b,h100-80gb,512,1,128,0.0,0.0,83.82929296931252,36.86513585372146,4769.047498703003,2
llama2-70b,a100-80gb,512,1,256,0.0,0.0,194.43626690190283,59.91726426279866,15477.82039642334,2
llama2-70b,a100-80gb,512,1,256,0.0,0.0,194.95742698200047,60.01570433122563,15503.158569335938,2
llama2-70b,a100-80gb,512,1,256,0.0,0.0,195.79454197082669,60.08166897786307,15520.717859268188,2
llama2-70b,a100-80gb,512,1,256,0.0,0.0,195.00288006383929,60.07118527594881,15517.372846603394,2
llama2-70b,a100-80gb,512,1,256,0.0,0.0,195.27165603358296,59.994642159072406,14418.025732040403,2
llama2-70b,h100-80gb,512,1,256,0.0,0.0,83.70882901363075,37.13438650775774,9558.478355407717,2
llama2-70b,h100-80gb,512,1,256,0.0,0.0,83.31716404063627,37.232552878512976,9583.58669281006,2
llama2-70b,h100-80gb,512,1,256,0.0,0.0,92.62978500919417,37.237047171448445,9593.435525894163,2
llama2-70b,h100-80gb,512,1,256,0.0,0.0,83.80443300120533,37.31829889766945,9605.4208278656,2
llama2-70b,h100-80gb,512,1,256,0.0,0.0,89.94766901014373,37.16674993155556,8903.68938446045,2
llama2-70b,a100-80gb,512,1,512,0.0,0.0,193.51583102252332,59.94851894539083,30835.087299346924,2
llama2-70b,a100-80gb,512,1,512,0.0,0.0,195.52428100723773,59.93995725048739,30832.656145095825,2
llama2-70b,a100-80gb,512,1,512,0.0,0.0,194.4148460170254,59.64539899499451,9800.534725189207,2
llama2-70b,a100-80gb,512,1,512,0.0,0.0,194.51575295533985,60.004562363229006,30864.468336105347,2
llama2-70b,a100-80gb,512,1,512,0.0,0.0,195.0025629485026,60.34111916798362,31037.708044052124,2
llama2-70b,h100-80gb,512,1,512,0.0,0.0,83.88802502304316,37.41897621072206,19214.57433700561,2
llama2-70b,h100-80gb,512,1,512,0.0,0.0,84.34234699234366,37.330562812904965,19169.91591453552,2
llama2-70b,h100-80gb,512,1,512,0.0,0.0,84.83688399428502,37.29356038842055,19151.57985687256,2
llama2-70b,h100-80gb,512,1,512,0.0,0.0,83.70387699687853,37.368885808261645,19189.16344642639,2
llama2-70b,h100-80gb,512,1,512,0.0,0.0,84.07573896693066,37.34890721171526,19178.9665222168,2
llama2-70b,a100-80gb,512,1,1024,0.0,0.0,194.70052106771615,59.61368031573933,10153.443813323976,2
llama2-70b,a100-80gb,512,1,1024,0.0,0.0,194.57435596268624,59.96149837988519,34740.96775054932,2
llama2-70b,a100-80gb,512,1,1024,0.0,0.0,195.72180497925729,60.54843464701956,62151.04055404663,2
llama2-70b,a100-80gb,512,1,1024,0.0,0.0,194.892299012281,59.69291833385187,15540.440559387209,2
llama2-70b,a100-80gb,512,1,1024,0.0,0.0,195.4800640232861,59.69943422940924,19244.656562805176,2
llama2-70b,h100-80gb,512,1,1024,0.0,0.0,83.95396900596097,37.06656553445127,6277.938365936279,2
llama2-70b,h100-80gb,512,1,1024,0.0,0.0,83.94332701573148,37.10037209181196,38055.909872055054,2
llama2-70b,h100-80gb,512,1,1024,0.0,0.0,83.90011900337413,36.89470758671446,6211.332559585571,2
llama2-70b,h100-80gb,512,1,1024,0.0,0.0,83.29902996774763,37.1495376440141,28810.425758361816,2
llama2-70b,h100-80gb,512,1,1024,0.0,0.0,83.25814903946593,37.04123494407053,12682.384967803957,2
llama2-70b,a100-80gb,512,1,2048,0.0,0.0,194.68086794950068,59.661262870130464,10161.318063735962,2
llama2-70b,a100-80gb,512,1,2048,0.0,0.0,195.17601293046027,60.34880911364679,34964.601278305054,2
llama2-70b,a100-80gb,512,1,2048,0.0,0.0,195.47134300228208,62.179914386064894,127505.58733940125,2
llama2-70b,a100-80gb,512,1,2048,0.0,0.0,195.43023698497564,59.63609221982741,9919.266700744629,2
llama2-70b,a100-80gb,512,1,2048,0.0,0.0,195.02254901453853,60.542716088623386,50093.5423374176,2
llama2-70b,h100-80gb,512,1,2048,0.0,0.0,92.52544399350882,36.8607012097707,6252.113103866577,2
llama2-70b,h100-80gb,512,1,2048,0.0,0.0,83.50902097299695,36.90806647121852,45538.59829902649,2
llama2-70b,h100-80gb,512,1,2048,0.0,0.0,83.56189995538443,36.88101398910596,18791.5313243866,2
llama2-70b,h100-80gb,512,1,2048,0.0,0.0,83.65158300148323,36.91863751694913,35505.57851791382,2
llama2-70b,h100-80gb,512,1,2048,0.0,0.0,83.73758796369657,36.87408025879501,19636.964321136475,2
llama2-70b,a100-80gb,512,1,4096,0.0,0.0,194.26221097819507,59.72302327571092,10171.552181243896,2
llama2-70b,a100-80gb,512,1,4096,0.0,0.0,195.31112106051296,60.27002492353657,34919.549226760864,2
llama2-70b,a100-80gb,512,1,4096,0.0,0.0,196.24350499361756,62.9970982413662,185006.60967826843,2
llama2-70b,a100-80gb,512,1,4096,0.0,0.0,195.53383998572824,62.06506480541468,119699.83744621275,2
llama2-70b,a100-80gb,512,1,4096,0.0,0.0,196.7437129933387,60.24969545348237,27316.84136390686,2
llama2-70b,h100-80gb,512,1,4096,0.0,0.0,84.37463897280395,37.29327415181659,6316.2219524383545,2
llama2-70b,h100-80gb,512,1,4096,0.0,0.0,83.29139300622046,37.34404906656239,46075.49810409546,2
llama2-70b,h100-80gb,512,1,4096,0.0,0.0,83.64301797701046,37.28364253897932,18995.93305587769,2
llama2-70b,h100-80gb,512,1,4096,0.0,0.0,84.94559902464971,37.349431248727946,35920.175552368164,2
llama2-70b,h100-80gb,512,1,4096,0.0,0.0,83.81819998612627,37.20894467672069,19814.629077911377,2
llama2-70b,a100-80gb,512,1,8192,0.0,0.0,195.76801103539765,59.89193476243,10200.968265533447,2
llama2-70b,a100-80gb,512,1,8192,0.0,0.0,195.38717600516972,60.21483135090319,34887.31908798218,2
llama2-70b,a100-80gb,512,1,8192,0.0,0.0,194.84535104129463,62.89885318352236,184714.03551101685,2
llama2-70b,a100-80gb,512,1,8192,0.0,0.0,194.7200340218842,61.8473761425922,119275.52723884584,2
llama2-70b,a100-80gb,512,1,8192,0.0,0.0,194.88840899430213,60.06921239507695,27232.455492019653,2
llama2-70b,h100-80gb,512,1,8192,0.0,0.0,84.57861101487651,37.37696727827013,6330.710649490356,2
llama2-70b,h100-80gb,512,1,8192,0.0,0.0,83.34901899797842,37.48153781632392,46245.67675590515,2
llama2-70b,h100-80gb,512,1,8192,0.0,0.0,84.39692400861531,37.45778208608597,19085.580110549927,2
llama2-70b,h100-80gb,512,1,8192,0.0,0.0,84.31855699745938,37.4575643113118,36024.115324020386,2
llama2-70b,h100-80gb,512,1,8192,0.0,0.0,84.32483102660626,37.429013448538925,19932.278394699097,2
llama2-70b,a100-80gb,512,1,128,1.0023625,0.59930625,126.898329006508,44.31801987445261,5758.188962936401,4
llama2-70b,a100-80gb,512,1,128,1.0023625,0.59930625,127.50524305738509,44.61435683614274,5796.393632888794,4
llama2-70b,a100-80gb,512,1,128,1.0023625,0.59930625,126.96234090253712,44.99127213315173,5843.802213668823,4
llama2-70b,a100-80gb,512,1,128,1.0023625,0.59930625,127.21989187411964,45.2837126575205,5881.113052368164,4
llama2-70b,a100-80gb,512,1,128,1.0023625,0.59930625,126.85528001748024,45.5882500758116,5919.335126876831,4
llama2-70b,h100-80gb,512,1,128,0.0,0.0,59.55572199309245,29.762305037895818,3842.522621154785,4
llama2-70b,h100-80gb,512,1,128,0.0,0.0,59.71699999645352,29.26659482709081,3779.80637550354,4
llama2-70b,h100-80gb,512,1,128,0.0,0.0,59.61944203590974,29.738654877062828,3839.799880981445,4
llama2-70b,h100-80gb,512,1,128,0.0,0.0,59.7486529732123,29.54404005335321,3815.213203430176,4
llama2-70b,h100-80gb,512,1,128,0.0,0.0,59.2526649706997,29.7180637341418,3836.7788791656494,4
llama2-70b,a100-80gb,512,2,128,1.02379375,0.60701875,254.4825809309259,45.00474263528934,5973.715305328369,4
llama2-70b,a100-80gb,512,2,128,1.02379375,0.60701875,253.43345396686345,44.90721822389966,5960.402727127075,4
llama2-70b,a100-80gb,512,2,128,1.02379375,0.60701875,253.299543983303,44.79778190070074,5946.356534957886,4
llama2-70b,a100-80gb,512,2,128,1.02379375,0.60701875,254.103856976144,45.158363694479085,5992.879867553711,4
llama2-70b,a100-80gb,512,2,128,1.02379375,0.60701875,253.9317470509559,45.16171280653986,5993.177890777588,4
llama2-70b,h100-80gb,512,2,128,0.0,0.0,103.29824400832877,29.980288672730268,3914.788722991944,4
llama2-70b,h100-80gb,512,2,128,0.0,0.0,103.8349160226062,29.68517069541666,3877.542734146118,4
llama2-70b,h100-80gb,512,2,128,0.0,0.0,103.62240002723412,29.84413121300786,3897.734880447388,4
llama2-70b,h100-80gb,512,2,128,0.0,0.0,104.16349599836394,30.244285780679814,3949.2690563201904,4
llama2-70b,h100-80gb,512,2,128,0.0,0.0,103.3123999950476,30.20669353436532,3943.5818195343018,4
llama2-70b,a100-80gb,512,4,128,1.018375,0.6040593750000001,571.4330729097128,45.08528098698676,6302.218914031982,4
llama2-70b,a100-80gb,512,4,128,1.018375,0.6040593750000001,450.43743203859776,44.97229446030009,6166.770935058594,4
llama2-70b,a100-80gb,512,4,128,1.018375,0.6040593750000001,586.8643099674955,45.36767364442935,6353.49440574646,4
llama2-70b,a100-80gb,512,4,128,1.018375,0.6040593750000001,475.1812149770558,45.33901702297309,6238.158464431763,4
llama2-70b,a100-80gb,512,4,128,1.018375,0.6040593750000001,574.7047640616074,45.08332973877775,6305.081367492676,4
llama2-70b,h100-80gb,512,4,128,0.0,0.0,189.4477080204524,29.871871506091296,3988.0893230438232,4
llama2-70b,h100-80gb,512,4,128,0.0,0.0,204.17215098859745,29.760114951737545,3988.524198532105,4
llama2-70b,h100-80gb,512,4,128,0.0,0.0,195.2772620134056,29.92060349696851,4000.256538391113,4
llama2-70b,h100-80gb,512,4,128,0.0,0.0,188.7654480524361,30.193627573637745,4028.330087661743,4
llama2-70b,h100-80gb,512,4,128,0.0,0.0,208.1460639601573,30.17427632905997,4045.14741897583,4
llama2-70b,a100-80gb,512,8,128,1.025075,0.6147,1233.0160499550402,45.52118558946293,7021.963357925415,4
llama2-70b,a100-80gb,512,8,128,1.025075,0.6147,1239.6642710082233,45.799124882351165,7063.620805740356,4
llama2-70b,a100-80gb,512,8,128,1.025075,0.6147,1131.805038894527,45.44203550331148,6910.457134246826,4
llama2-70b,a100-80gb,512,8,128,1.025075,0.6147,1263.4878129465503,46.40421304232111,7164.194345474243,4
llama2-70b,a100-80gb,512,8,128,1.025075,0.6147,1199.7760459780693,46.19978459306267,7074.553728103638,4
llama2-70b,h100-80gb,512,8,128,0.0,0.0,453.23548500891775,31.440655083494544,4453.487396240234,4
llama2-70b,h100-80gb,512,8,128,0.0,0.0,431.7214359762147,31.470777149271864,4435.357093811035,4
llama2-70b,h100-80gb,512,8,128,0.0,0.0,442.2013569856063,31.421271490582125,4439.262390136719,4
